DATE,age_category,percent_positive_7d_avg
2021-03-03,65+,0.0169
2021-03-04,65+,0.0175
2021-03-05,65+,0.0176
2021-03-06,65+,0.0181
2021-03-07,65+,0.0187
2021-03-08,65+,0.0193
2021-03-09,65+,0.0196
2021-03-10,65+,0.0201
2021-03-11,65+,0.0209
2021-03-12,65+,0.0208
2021-03-13,65+,0.0215
2021-03-14,65+,0.0214
2021-03-15,65+,0.0224
2021-03-16,65+,0.0232
2021-03-17,65+,0.0250
2021-03-18,65+,0.0252
2021-03-19,65+,0.0267
2021-03-20,65+,0.0271
2021-03-21,65+,0.0276
2021-03-22,65+,0.0281
2021-03-23,65+,0.0292
2021-03-24,65+,0.0294
2021-03-25,65+,0.0306
2021-03-26,65+,0.0317
2021-03-27,65+,0.0323
2021-03-28,65+,0.0332
2021-03-29,65+,0.0343
2021-03-30,65+,0.0347
2021-03-31,65+,0.0348
2021-04-01,65+,0.0349
2021-04-02,65+,0.0370
2021-04-03,65+,0.0381
2021-04-04,65+,0.0398
2021-04-05,65+,0.0421
2021-04-06,65+,0.0433
2021-04-07,65+,0.0459
2021-04-08,65+,0.0490
2021-04-09,65+,0.0496
2021-04-10,65+,0.0511
2021-04-11,65+,0.0522
2021-04-12,65+,0.0548
2021-04-13,65+,0.0572
2021-04-14,65+,0.0585
2021-04-15,65+,0.0594
2021-04-16,65+,0.0587
2021-04-17,65+,0.0589
2021-04-18,65+,0.0590
2021-04-19,65+,0.0563
2021-04-20,65+,0.0553
2021-04-21,65+,0.0549
2021-04-22,65+,0.0542
2021-04-23,65+,0.0526
2021-04-24,65+,0.0516
2021-04-25,65+,0.0498
2021-04-26,65+,0.0488
2021-04-27,65+,0.0464
2021-04-28,65+,0.0438
2021-04-29,65+,0.0429
2021-04-30,65+,0.0425
2021-05-01,65+,0.0413
2021-05-02,65+,0.0402
2021-05-03,65+,0.0387
2021-05-04,65+,0.0391
2021-05-05,65+,0.0383
2021-05-06,65+,0.0373
2021-05-07,65+,0.0366
2021-05-08,65+,0.0357
2021-05-09,65+,0.0354
2021-05-10,65+,0.0348
2021-05-11,65+,0.0336
2021-05-12,65+,0.0323
2021-05-13,65+,0.0309
2021-05-14,65+,0.0301
2021-05-15,65+,0.0294
2021-05-16,65+,0.0293
2021-05-17,65+,0.0288
2021-05-18,65+,0.0285
2021-05-19,65+,0.0284
2021-05-20,65+,0.0291
2021-05-21,65+,0.0281
2021-05-22,65+,0.0271
2021-05-23,65+,0.0261
2021-05-24,65+,0.0262
2021-05-25,65+,0.0240
2021-05-26,65+,0.0224
2021-05-27,65+,0.0198
2021-05-28,65+,0.0188
2021-05-29,65+,0.0180
2021-05-30,65+,0.0171
2021-05-31,65+,0.0157
2021-06-01,65+,0.0154
2021-06-02,65+,0.0150
2021-06-03,65+,0.0145
